id,Condition,item_id,share,share01
5e847da74c8caf01f21ae629,1,1,1,0.0
5b997f71eee17800012d747a,1,1,1,0.0
5cb7d9bfee1b040001e04fac,1,1,2,0.16666666666666666
5e2c7ed4bb1a6e01635107e6,2,1,5,0.6666666666666666
5d4100b7c983e80001746d50,1,1,2,0.16666666666666666
5ed67e74fb714c0c56b70c4b,2,1,2,0.16666666666666666
5ed28fb8e855ba1ff34b34cb,1,1,1,0.0
5d11e762cc2d290016bc2364,1,1,1,0.0
5ec32af81c38ea18126cc88f,1,1,1,0.0
5ee0ef2e85410f0a945705c6,1,1,1,0.0
5e7238e07dcd0015fc27ee34,2,1,2,0.16666666666666666
5ed6f0662fb6181721604c87,2,1,2,0.16666666666666666
5dcaca406f3f1679d7a65c67,2,1,2,0.16666666666666666
5e03c23899b282ea25ad46ea,1,1,1,0.0
5ee6ab9040e0190ffebdb983,1,1,1,0.0
59f232c71f4f55000108a0d6,2,1,1,0.0
5b5f149d477efe0001b05aaf,1,1,1,0.0
5ec32fd79988c9000975e750,1,1,5,0.6666666666666666
5b97f70161c19e00018db4a8,1,1,1,0.0
5dd94be0fd5b288cf5cfc966,1,1,1,0.0
5d3116d2f623e900160b5a3d,1,1,1,0.0
5c7010404a99c6000139851e,2,1,1,0.0
5e9a2251a69f690b9cc31ede,1,1,1,0.0
5dcf74ce3683dc0ae942a1e4,2,1,1,0.0
5dd4074feab0423daf012f92,2,1,4,0.5
5e755ec0ba508e000b9cfafe,1,1,1,0.0
5eb068c92a2b790fc8419051,2,1,3,0.3333333333333333
5cd0e4af28bcd80019de6905,2,1,1,0.0
5ccf068db0778600017d96d7,2,1,1,0.0
5edc25d8cc49650faaba898a,2,1,1,0.0
5c57022635a46a0001682961,1,1,1,0.0
55919ec6fdf99b4fccbdfec5,1,1,1,0.0
55aeaeb3fdf99b5c769f1f7c,1,1,1,0.0
5be2e17261f1a40001a37676,2,1,1,0.0
5d961525e4f8b40017833260,1,1,7,1.0
58e39cfd4bbe330001f6bba6,1,1,1,0.0
5deec7e78b5f8b5683c0355a,2,1,1,0.0
5ecbf689b7f79d3c1e4271bf,1,1,1,0.0
5d54413666eeb9001a77d4e6,1,1,1,0.0
5ee2fed0b229c1484e47d6e3,2,1,1,0.0
5ed5ac56ee608714bb21075d,1,1,1,0.0
5e274886bcb84f052bf6858f,2,1,1,0.0
5e26a04f727e048d3e0b9459,2,1,1,0.0
5ed7fb4e2e914211cafdc821,1,1,4,0.5
